fips,year,n_wet_corr,share_wet_corr,n_aug_corr,share_aug_corr
05093,2008,2,0.6667,4,0.4444
05093,2009,2,0.6667,4,0.4444
05093,2010,2,0.6667,4,0.4444
05093,2011,2,0.6667,4,0.4444
05093,2012,2,0.6667,4,0.4444
05093,2013,2,0.6667,4,0.4444
05093,2014,2,0.6667,4,0.4444
05093,2015,2,0.6667,4,0.4444
05093,2016,2,0.6667,4,0.4444
05093,2017,2,0.6667,4,0.4444
05093,2018,2,0.6667,4,0.4444
05093,2019,2,0.6667,4,0.4444
05093,2020,2,0.6667,4,0.4444
05093,2021,2,0.6667,4,0.4444
05093,2022,2,0.6667,4,0.4444
05093,2023,2,0.6667,4,0.4444
05095,2008,6,1.0,6,1.0
05095,2009,6,1.0,6,1.0
05095,2010,6,1.0,6,1.0
05095,2011,6,1.0,6,1.0
05095,2012,6,1.0,6,1.0
05095,2013,6,1.0,6,1.0
05095,2014,6,1.0,6,1.0
05095,2015,6,1.0,6,1.0
05095,2016,6,1.0,6,1.0
05095,2017,6,1.0,6,1.0
05095,2018,6,1.0,6,1.0
05095,2019,6,1.0,6,1.0
05095,2020,6,1.0,6,1.0
05095,2021,6,1.0,6,1.0
05095,2022,6,1.0,6,1.0
05095,2023,6,1.0,6,1.0
05097,2008,1,0.125,1,0.125
05097,2009,1,0.125,1,0.125
05097,2010,2,0.25,2,0.25
05097,2011,2,0.25,2,0.25
05097,2012,2,0.25,2,0.25
05097,2013,2,0.25,2,0.25
05097,2014,2,0.25,2,0.25
05097,2015,2,0.25,2,0.25
05097,2016,2,0.25,2,0.25
05097,2017,2,0.25,2,0.25
05097,2018,2,0.25,2,0.25
05097,2019,2,0.25,2,0.25
05097,2020,2,0.25,2,0.25
05097,2021,2,0.25,2,0.25
05097,2022,4,0.5,4,0.5
05097,2023,4,0.5,4,0.5
05099,2008,1,0.1667,1,0.1667
05099,2009,1,0.1667,1,0.1667
05099,2010,2,0.3333,2,0.3333
05099,2011,2,0.3333,2,0.3333
05099,2012,2,0.3333,2,0.3333
05099,2013,2,0.3333,2,0.3333
05099,2014,3,0.5,3,0.5
05099,2015,3,0.5,3,0.5
05099,2016,3,0.5,3,0.5
05099,2017,3,0.5,3,0.5
05099,2018,3,0.5,3,0.5
05099,2019,3,0.5,3,0.5
05099,2020,3,0.5,3,0.5
05099,2021,3,0.5,3,0.5
05099,2022,3,0.5,3,0.5
05099,2023,3,0.5,3,0.5
05101,2008,1,0.1667,1,0.1667
05101,2009,1,0.1667,1,0.1667
05101,2010,2,0.3333,2,0.3333
05101,2011,2,0.3333,2,0.3333
05101,2012,3,0.5,3,0.5
05101,2013,3,0.5,3,0.5
05101,2014,3,0.5,3,0.5
05101,2015,3,0.5,3,0.5
05101,2016,3,0.5,3,0.5
05101,2017,3,0.5,3,0.5
05101,2018,3,0.5,3,0.5
05101,2019,3,0.5,3,0.5
05101,2020,3,0.5,3,0.5
05101,2021,3,0.5,3,0.5
05101,2022,3,0.5,3,0.5
05101,2023,3,0.5,3,0.5
05103,2008,3,0.5,3,0.5
05103,2009,3,0.5,3,0.5
05103,2010,4,0.6667,4,0.6667
05103,2011,4,0.6667,4,0.6667
05103,2012,4,0.6667,4,0.6667
05103,2013,4,0.6667,4,0.6667
05103,2014,5,0.8333,5,0.8333
05103,2015,5,0.8333,5,0.8333
05103,2016,5,0.8333,5,0.8333
05103,2017,5,0.8333,5,0.8333
05103,2018,5,0.8333,5,0.8333
05103,2019,5,0.8333,5,0.8333
05103,2020,5,0.8333,5,0.8333
05103,2021,5,0.8333,5,0.8333
05103,2022,5,0.8333,5,0.8333
05103,2023,5,0.8333,5,0.8333
05105,2008,3,0.5,3,0.5
05105,2009,3,0.5,3,0.5
05105,2010,3,0.5,3,0.5
05105,2011,3,0.5,3,0.5
05105,2012,3,0.5,3,0.5
05105,2013,3,0.5,3,0.5
05105,2014,4,0.6667,4,0.6667
05105,2015,4,0.6667,4,0.6667
05105,2016,4,0.6667,4,0.6667
05105,2017,4,0.6667,4,0.6667
05105,2018,4,0.6667,4,0.6667
05105,2019,4,0.6667,4,0.6667
05105,2020,4,0.6667,4,0.6667
05105,2021,4,0.6667,4,0.6667
05105,2022,4,0.6667,4,0.6667
05105,2023,4,0.6667,4,0.6667
05107,2008,4,1.0,5,0.8333
05107,2009,4,1.0,5,0.8333
05107,2010,4,1.0,5,0.8333
05107,2011,4,1.0,5,0.8333
05107,2012,4,1.0,5,0.8333
05107,2013,4,1.0,5,0.8333
05107,2014,4,1.0,5,0.8333
05107,2015,4,1.0,5,0.8333
05107,2016,4,1.0,5,0.8333
05107,2017,4,1.0,5,0.8333
05107,2018,4,1.0,5,0.8333
05107,2019,4,1.0,5,0.8333
05107,2020,4,1.0,5,0.8333
05107,2021,4,1.0,5,0.8333
05107,2022,4,1.0,5,0.8333
05107,2023,4,1.0,5,0.8333
05109,2008,0,0.0,0,0.0
05109,2009,0,0.0,0,0.0
05109,2010,1,0.1667,1,0.1667
05109,2011,1,0.1667,1,0.1667
05109,2012,1,0.1667,1,0.1667
05109,2013,1,0.1667,1,0.1667
05109,2014,1,0.1667,1,0.1667
05109,2015,1,0.1667,1,0.1667
05109,2016,1,0.1667,1,0.1667
05109,2017,1,0.1667,1,0.1667
05109,2018,1,0.1667,1,0.1667
05109,2019,1,0.1667,1,0.1667
05109,2020,1,0.1667,1,0.1667
05109,2021,1,0.1667,1,0.1667
05109,2022,2,0.3333,2,0.3333
05109,2023,2,0.3333,2,0.3333
05111,2008,4,0.8,4,0.8
05111,2009,4,0.8,4,0.8
05111,2010,4,0.8,4,0.8
05111,2011,4,0.8,4,0.8
05111,2012,4,0.8,4,0.8
05111,2013,4,0.8,4,0.8
05111,2014,4,0.8,4,0.8
05111,2015,4,0.8,4,0.8
05111,2016,4,0.8,4,0.8
05111,2017,4,0.8,4,0.8
05111,2018,4,0.8,4,0.8
05111,2019,4,0.8,4,0.8
05111,2020,4,0.8,4,0.8
05111,2021,4,0.8,4,0.8
05111,2022,4,0.8,4,0.8
05111,2023,4,0.8,4,0.8
05113,2008,0,0.0,2,0.2857
05113,2009,0,0.0,2,0.2857
05113,2010,0,0.0,2,0.2857
05113,2011,0,0.0,2,0.2857
05113,2012,0,0.0,2,0.2857
05113,2013,0,0.0,2,0.2857
05113,2014,0,0.0,2,0.2857
05113,2015,0,0.0,2,0.2857
05113,2016,0,0.0,2,0.2857
05113,2017,0,0.0,2,0.2857
05113,2018,0,0.0,2,0.2857
05113,2019,0,0.0,2,0.2857
05113,2020,1,0.2,3,0.4286
05113,2021,1,0.2,3,0.4286
05113,2022,1,0.2,3,0.4286
05113,2023,1,0.2,3,0.4286
05115,2008,2,0.2857,2,0.2857
05115,2009,2,0.2857,2,0.2857
05115,2010,2,0.2857,2,0.2857
05115,2011,2,0.2857,2,0.2857
05115,2012,2,0.2857,2,0.2857
05115,2013,2,0.2857,2,0.2857
05115,2014,2,0.2857,2,0.2857
05115,2015,2,0.2857,2,0.2857
05115,2016,2,0.2857,2,0.2857
05115,2017,2,0.2857,2,0.2857
05115,2018,2,0.2857,2,0.2857
05115,2019,2,0.2857,2,0.2857
05115,2020,3,0.4286,3,0.4286
05115,2021,3,0.4286,3,0.4286
05115,2022,3,0.4286,3,0.4286
05115,2023,3,0.4286,3,0.4286
05117,2008,3,0.6,3,0.6
05117,2009,3,0.6,3,0.6
05117,2010,3,0.6,3,0.6
05117,2011,3,0.6,3,0.6
05117,2012,3,0.6,3,0.6
05117,2013,3,0.6,3,0.6
05117,2014,3,0.6,3,0.6
05117,2015,3,0.6,3,0.6
05117,2016,3,0.6,3,0.6
05117,2017,3,0.6,3,0.6
05117,2018,3,0.6,3,0.6
05117,2019,3,0.6,3,0.6
05117,2020,3,0.6,3,0.6
05117,2021,3,0.6,3,0.6
05117,2022,3,0.6,3,0.6
05117,2023,3,0.6,3,0.6
05119,2008,1,0.1667,1,0.1667
05119,2009,1,0.1667,1,0.1667
05119,2010,1,0.1667,1,0.1667
05119,2011,1,0.1667,1,0.1667
05119,2012,1,0.1667,1,0.1667
05119,2013,1,0.1667,1,0.1667
05119,2014,2,0.3333,2,0.3333
05119,2015,2,0.3333,2,0.3333
05119,2016,2,0.3333,2,0.3333
05119,2017,2,0.3333,2,0.3333
05119,2018,2,0.3333,2,0.3333
05119,2019,2,0.3333,2,0.3333
05119,2020,2,0.3333,2,0.3333
05119,2021,2,0.3333,2,0.3333
05119,2022,2,0.3333,2,0.3333
05119,2023,2,0.3333,2,0.3333
05121,2008,1,0.25,3,0.5
05121,2009,1,0.25,3,0.5
05121,2010,1,0.25,3,0.5
05121,2011,1,0.25,3,0.5
05121,2012,2,0.5,4,0.6667
05121,2013,2,0.5,4,0.6667
05121,2014,2,0.5,4,0.6667
05121,2015,2,0.5,4,0.6667
05121,2016,2,0.5,4,0.6667
05121,2017,2,0.5,4,0.6667
05121,2018,2,0.5,4,0.6667
05121,2019,2,0.5,4,0.6667
05121,2020,2,0.5,4,0.6667
05121,2021,2,0.5,4,0.6667
05121,2022,2,0.5,4,0.6667
05121,2023,2,0.5,4,0.6667
05123,2008,5,1.0,5,1.0
05123,2009,5,1.0,5,1.0
05123,2010,5,1.0,5,1.0
05123,2011,5,1.0,5,1.0
05123,2012,5,1.0,5,1.0
05123,2013,5,1.0,5,1.0
05123,2014,5,1.0,5,1.0
05123,2015,5,1.0,5,1.0
05123,2016,5,1.0,5,1.0
05123,2017,5,1.0,5,1.0
05123,2018,5,1.0,5,1.0
05123,2019,5,1.0,5,1.0
05123,2020,5,1.0,5,1.0
05123,2021,5,1.0,5,1.0
05123,2022,5,1.0,5,1.0
05123,2023,5,1.0,5,1.0
05125,2008,2,0.4,2,0.4
05125,2009,2,0.4,2,0.4
05125,2010,2,0.4,2,0.4
05125,2011,2,0.4,2,0.4
05125,2012,2,0.4,2,0.4
05125,2013,2,0.4,2,0.4
05125,2014,2,0.4,2,0.4
05125,2015,2,0.4,2,0.4
05125,2016,2,0.4,2,0.4
05125,2017,2,0.4,2,0.4
05125,2018,2,0.4,2,0.4
05125,2019,2,0.4,2,0.4
05125,2020,2,0.4,2,0.4
05125,2021,2,0.4,2,0.4
05125,2022,3,0.6,3,0.6
05125,2023,3,0.6,3,0.6
05127,2008,2,0.4,3,0.5
05127,2009,2,0.4,3,0.5
05127,2010,2,0.4,3,0.5
05127,2011,2,0.4,3,0.5
05127,2012,2,0.4,3,0.5
05127,2013,2,0.4,3,0.5
05127,2014,2,0.4,3,0.5
05127,2015,2,0.4,3,0.5
05127,2016,2,0.4,3,0.5
05127,2017,2,0.4,3,0.5
05127,2018,2,0.4,3,0.5
05127,2019,2,0.4,3,0.5
05127,2020,2,0.4,3,0.5
05127,2021,2,0.4,3,0.5
05127,2022,3,0.6,4,0.6667
05127,2023,3,0.6,4,0.6667
05129,2008,2,0.2857,2,0.2857
05129,2009,2,0.2857,2,0.2857
05129,2010,3,0.4286,3,0.4286
05129,2011,3,0.4286,3,0.4286
05129,2012,3,0.4286,3,0.4286
05129,2013,3,0.4286,3,0.4286
05129,2014,3,0.4286,3,0.4286
05129,2015,3,0.4286,3,0.4286
05129,2016,3,0.4286,3,0.4286
05129,2017,3,0.4286,3,0.4286
05129,2018,3,0.4286,3,0.4286
05129,2019,3,0.4286,3,0.4286
05129,2020,4,0.5714,4,0.5714
05129,2021,4,0.5714,4,0.5714
05129,2022,4,0.5714,4,0.5714
05129,2023,4,0.5714,4,0.5714
05131,2008,2,0.5,4,0.6667
05131,2009,2,0.5,4,0.6667
05131,2010,2,0.5,4,0.6667
05131,2011,2,0.5,4,0.6667
05131,2012,2,0.5,4,0.6667
05131,2013,2,0.5,4,0.6667
05131,2014,2,0.5,4,0.6667
05131,2015,2,0.5,4,0.6667
05131,2016,2,0.5,4,0.6667
05131,2017,2,0.5,4,0.6667
05131,2018,2,0.5,4,0.6667
05131,2019,2,0.5,4,0.6667
05131,2020,2,0.5,4,0.6667
05131,2021,2,0.5,4,0.6667
05131,2022,2,0.5,4,0.6667
05131,2023,2,0.5,4,0.6667
05133,2008,0,0.0,1,0.25
05133,2009,0,0.0,1,0.25
05133,2010,0,0.0,1,0.25
05133,2011,0,0.0,1,0.25
05133,2012,0,0.0,1,0.25
05133,2013,0,0.0,1,0.25
05133,2014,0,0.0,1,0.25
05133,2015,0,0.0,1,0.25
05133,2016,1,0.3333,2,0.5
05133,2017,1,0.3333,2,0.5
05133,2018,1,0.3333,2,0.5
05133,2019,1,0.3333,2,0.5
05133,2020,1,0.3333,2,0.5
05133,2021,1,0.3333,2,0.5
05133,2022,2,0.6667,3,0.75
05133,2023,2,0.6667,3,0.75
05135,2008,0,0.0,1,0.1667
05135,2009,0,0.0,1,0.1667
05135,2010,0,0.0,1,0.1667
05135,2011,0,0.0,1,0.1667
05135,2012,0,0.0,1,0.1667
05135,2013,0,0.0,1,0.1667
05135,2014,0,0.0,1,0.1667
05135,2015,0,0.0,1,0.1667
05135,2016,0,0.0,1,0.1667
05135,2017,0,0.0,1,0.1667
05135,2018,1,0.2,2,0.3333
05135,2019,1,0.2,2,0.3333
05135,2020,1,0.2,2,0.3333
05135,2021,1,0.2,2,0.3333
05135,2022,1,0.2,2,0.3333
05135,2023,1,0.2,2,0.3333
05137,2008,1,0.1667,1,0.1667
05137,2009,1,0.1667,1,0.1667
05137,2010,1,0.1667,1,0.1667
05137,2011,1,0.1667,1,0.1667
05137,2012,1,0.1667,1,0.1667
05137,2013,1,0.1667,1,0.1667
05137,2014,1,0.1667,1,0.1667
05137,2015,1,0.1667,1,0.1667
05137,2016,1,0.1667,1,0.1667
05137,2017,1,0.1667,1,0.1667
05137,2018,1,0.1667,1,0.1667
05137,2019,1,0.1667,1,0.1667
05137,2020,2,0.3333,2,0.3333
05137,2021,2,0.3333,2,0.3333
05137,2022,2,0.3333,2,0.3333
05137,2023,2,0.3333,2,0.3333
05139,2008,2,0.4,5,0.625
05139,2009,2,0.4,5,0.625
05139,2010,2,0.4,5,0.625
05139,2011,2,0.4,5,0.625
05139,2012,2,0.4,5,0.625
05139,2013,2,0.4,5,0.625
05139,2014,3,0.6,6,0.75
05139,2015,3,0.6,6,0.75
05139,2016,3,0.6,6,0.75
05139,2017,3,0.6,6,0.75
05139,2018,3,0.6,6,0.75
05139,2019,3,0.6,6,0.75
05139,2020,3,0.6,6,0.75
05139,2021,3,0.6,6,0.75
05139,2022,3,0.6,6,0.75
05139,2023,3,0.6,6,0.75
05141,2008,1,0.1667,1,0.1667
05141,2009,1,0.1667,1,0.1667
05141,2010,1,0.1667,1,0.1667
05141,2011,1,0.1667,1,0.1667
05141,2012,1,0.1667,1,0.1667
05141,2013,1,0.1667,1,0.1667
05141,2014,1,0.1667,1,0.1667
05141,2015,1,0.1667,1,0.1667
05141,2016,1,0.1667,1,0.1667
05141,2017,1,0.1667,1,0.1667
05141,2018,1,0.1667,1,0.1667
05141,2019,1,0.1667,1,0.1667
05141,2020,1,0.1667,1,0.1667
05141,2021,1,0.1667,1,0.1667
05141,2022,1,0.1667,1,0.1667
05141,2023,1,0.1667,1,0.1667
05143,2008,0,0.0,1,0.25
05143,2009,0,0.0,1,0.25
05143,2010,0,0.0,1,0.25
05143,2011,0,0.0,1,0.25
05143,2012,2,0.6667,3,0.75
05143,2013,2,0.6667,3,0.75
05143,2014,2,0.6667,3,0.75
05143,2015,2,0.6667,3,0.75
05143,2016,2,0.6667,3,0.75
05143,2017,2,0.6667,3,0.75
05143,2018,2,0.6667,3,0.75
05143,2019,2,0.6667,3,0.75
05143,2020,2,0.6667,3,0.75
05143,2021,2,0.6667,3,0.75
05143,2022,2,0.6667,3,0.75
05143,2023,2,0.6667,3,0.75
05145,2008,3,0.4286,3,0.4286
05145,2009,3,0.4286,3,0.4286
05145,2010,3,0.4286,3,0.4286
05145,2011,3,0.4286,3,0.4286
05145,2012,3,0.4286,3,0.4286
05145,2013,3,0.4286,3,0.4286
05145,2014,3,0.4286,3,0.4286
05145,2015,3,0.4286,3,0.4286
05145,2016,3,0.4286,3,0.4286
05145,2017,3,0.4286,3,0.4286
05145,2018,3,0.4286,3,0.4286
05145,2019,3,0.4286,3,0.4286
05145,2020,3,0.4286,3,0.4286
05145,2021,3,0.4286,3,0.4286
05145,2022,3,0.4286,3,0.4286
05145,2023,3,0.4286,3,0.4286
05147,2008,5,0.8333,5,0.8333
05147,2009,5,0.8333,5,0.8333
05147,2010,5,0.8333,5,0.8333
05147,2011,5,0.8333,5,0.8333
05147,2012,5,0.8333,5,0.8333
05147,2013,5,0.8333,5,0.8333
05147,2014,5,0.8333,5,0.8333
05147,2015,5,0.8333,5,0.8333
05147,2016,5,0.8333,5,0.8333
05147,2017,5,0.8333,5,0.8333
05147,2018,5,0.8333,5,0.8333
05147,2019,5,0.8333,5,0.8333
05147,2020,5,0.8333,5,0.8333
05147,2021,5,0.8333,5,0.8333
05147,2022,5,0.8333,5,0.8333
05147,2023,5,0.8333,5,0.8333
05149,2008,3,0.4286,3,0.4286
05149,2009,3,0.4286,3,0.4286
05149,2010,3,0.4286,3,0.4286
05149,2011,3,0.4286,3,0.4286
05149,2012,3,0.4286,3,0.4286
05149,2013,3,0.4286,3,0.4286
05149,2014,3,0.4286,3,0.4286
05149,2015,3,0.4286,3,0.4286
05149,2016,3,0.4286,3,0.4286
05149,2017,3,0.4286,3,0.4286
05149,2018,3,0.4286,3,0.4286
05149,2019,3,0.4286,3,0.4286
05149,2020,3,0.4286,3,0.4286
05149,2021,3,0.4286,3,0.4286
05149,2022,3,0.4286,3,0.4286
05149,2023,3,0.4286,3,0.4286
